F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Target1,Target2,Target3,Target4,Target5
30.9,1.6,34.9,27.22,49.43,33,0.27,321.3,63,1.81,101.907,1.64,6516,18.2,456,0.863,0.878,69.8,7.79,15.14
52.3,2.64,59.9,28.37,76.08,46.3,0.149,250.4,280,1.26,98.375,1.76,2207,22.8,1943,0.829,2.001,70.6,5.38,115.94
64,1.73,50.4,37.77,185.65,25.5,0.207,353.1,206,1.73,99.881,2.49,7043,23.6,57,0.84,1.96,68.9,2.91,128.61
53.2,2.31,45.3,32.74,80.92,43.6,0.314,382.2,183,1.7,95.781,2.88,6371,24.3,281,0.858,1.904,68.9,4.16,110.85
57.4,1.24,49.4,36.78,75.81,42.1,0.269,118.4,86,1.92,99.882,2.53,9829,31.2,1141,0.77,1.347,65.2,4.08,10.5
85.2,2.2,87.1,41.87,61.93,46,0.218,348.2,102,1.78,97.899,1.87,2133,30.7,1481,0.928,1.99,77.1,6,65.78
50.7,1.95,98.3,45.2,179.31,48.7,0.232,112.4,67,1.45,101.027,1.56,6029,29.4,1046,0.822,1.92,66,5.82,11.78
61.3,2.22,57.6,22.4,117.44,49.1,0.268,206.7,87,1.42,100.784,2.41,7608,15.6,707,0.844,1.659,66.8,5.6,25.89
76.2,1.33,96.5,31.3,154.46,25.7,0.101,260.9,236,1.21,99.809,1.52,3376,25.7,2036,0.856,1.882,68.6,6.06,98.15
54,2.48,52.3,44.12,76.7,46.4,0.125,142.1,245,1.38,100.376,2.48,3766,30.9,1468,0.778,1.983,61.7,10,54.3
68.3,2.72,62.8,48.99,163.07,41.3,0.346,322.9,292,1.71,98.374,1.8,9007,23.2,1666,0.859,1.867,66.5,4.34,142.9
83.9,1.42,46.5,46.36,159.41,40,0.125,104.3,349,1.93,97.726,2.83,4048,32.5,80,0.786,1.98,62.5,6.93,56.41
88.1,1.18,77,24.53,89.73,28.4,0.307,151.9,352,1.14,104.222,2.24,6192,32.6,482,0.811,1.429,68,3.94,62.69
39.9,1.08,99.6,18.36,106.68,41.4,0.389,268.5,84,1.35,102.027,1.84,9109,28.2,748,0.726,0.618,61.4,5.73,10.24
83.1,2.28,70.2,29.71,73.69,48.9,0.184,325.8,264,1.14,100.229,2.8,2076,15.9,372,0.785,1.368,65.2,3.49,92.38
56.9,2.18,55.4,38.11,196.76,49.7,0.215,376.3,268,1.49,99.562,1.86,9662,28.1,144,0.865,1.979,69.2,6.51,169.14
43.5,2.12,78.6,30.08,142.24,36.3,0.276,307.4,365,1.46,104.793,1.91,7102,33.4,453,0.82,0.736,65.2,4.12,69.51
58.8,1.48,36.8,29.48,186.91,26.7,0.361,299.7,139,0.54,103.323,2.76,4914,22.6,1060,0.894,0.901,74.4,2.29,32.78
89.9,1.73,92.9,43.95,89.72,33.9,0.381,215.9,357,1.35,99.388,1.93,4315,31.1,1391,0.732,2.013,59,8.62,112.57
58.7,2.16,64.8,25.56,162.28,44.2,0.311,100.8,301,0.65,98.022,2.14,9874,21.4,1530,0.858,1.373,66.4,3.06,34.72
49.3,1.93,60.3,44.16,160.43,40.6,0.13,132.4,57,0.53,100.091,1.99,2037,27,86,0.829,1.582,65.4,5.06,9.66
68.5,3.13,72.5,25.46,148.74,35.7,0.293,261.9,305,1.73,99.234,1.67,3057,27,861,0.929,1.928,73.8,5.89,141.78
43.8,1.26,71.2,23.72,193.21,27.1,0.223,307.6,257,0.87,98.07,1.61,3065,28.3,248,0.838,0.642,68.9,5.42,42.6
34,2.36,34.8,27.16,100.04,35.3,0.247,228.2,180,1.03,102.711,2.6,2872,31.9,860,0.769,0.552,63.1,8.01,16.64
37.2,1.79,79.3,39.89,59.2,37.5,0.118,320.9,273,0.6,101.002,2.43,4757,19.4,893,0.799,0.927,65.3,6.98,67.53
37.1,1.83,47.8,15.05,149.08,47.1,0.157,259.5,246,0.77,99.171,1.94,9621,20.4,971,0.897,0.741,71.2,4.36,40.91
39.1,2.43,80.9,17.54,158.43,40.5,0.326,123.2,191,1.62,99.108,1.94,9366,28.3,1732,0.838,0.536,67.9,2.47,10.8
39.6,2.44,87.9,48,132.83,32.5,0.237,160.9,301,1.27,99.978,2.87,3232,19.2,1591,0.918,1.198,75.5,8.17,50.65
67.1,2.99,86.1,16.97,75.1,38.3,0.192,350.3,145,1.78,98.979,2.98,4273,24.3,1274,0.843,1.292,70,4.93,58.21
40.9,1.22,68,33.71,118.58,25.9,0.217,311.7,75,1.1,98.837,2.26,6820,15.3,1828,0.903,0.925,73.5,9.36,19.15
51.2,1.18,65.1,31.57,86.85,48.5,0.354,371.1,160,0.9,104.077,2.74,172,17.1,1352,0.958,1.431,73.2,5.1,76.38
84.7,2.46,40.7,29.64,110.1,33.8,0.324,138.2,172,0.99,98.141,2.6,8303,28.7,1607,0.732,1.963,65.2,7.96,35.71
57.8,2.12,84.6,35.13,138.23,36,0.179,394,235,1.57,95.572,1.9,8810,30,1113,0.89,2.03,72.7,9.53,159.25
70.9,1.54,49.8,18.98,158.8,32.7,0.136,168,217,1.3,101.268,1.61,8680,16.8,1052,0.789,0.715,61,7.27,19.91
40.7,1.22,63.8,32.54,77.59,42.1,0.178,104.3,100,1.91,102.201,1.73,3719,19.2,1417,0.923,0.954,74.5,5.43,8.84
41.2,1.15,49.1,25.14,109.17,40.5,0.378,406.6,54,1.48,100.304,2.67,4560,17.6,41,0.88,0.848,72.5,6.51,15.88
31.6,2.71,39.8,36.72,82.16,43.9,0.274,180,126,1.22,96.75,2.52,119,23.5,1316,0.842,1.251,71.9,6.47,24.58
39.2,1.36,70.7,15.26,71.1,32.5,0.266,305.2,209,1.67,99.705,2.58,4029,17.5,1841,0.972,0.265,75.2,6.7,15.83
47.4,1.59,32.1,33.61,167.53,32.5,0.28,154.4,257,1.93,98.937,1.71,4573,24,1412,0.868,1.218,67.6,3.15,40.79
41.8,1.49,84.1,17.11,187.71,28.5,0.21,285.6,306,0.99,102.663,2.39,9138,29.6,72,0.863,0.29,69.8,7.69,20.93
35.3,1.67,51.5,21.73,98.56,41.4,0.343,375,254,0.9,98.281,2.72,8883,29.4,766,0.84,0.993,67,3.24,77
38.3,1.12,30.1,18.5,160.8,26.6,0.251,198.6,304,1.42,100.45,2.86,9901,20.3,1598,0.778,0.642,62.3,2.12,29.03
57.6,1.98,66.3,17.67,180.81,39.6,0.132,296.1,60,1.24,101.158,1.5,8822,28.2,1941,0.834,0.559,66.9,6.86,8.43
41.4,1.1,34,43.12,176.95,47.2,0.138,157.4,57,2.01,98.256,2.48,81,33.3,764,0.924,0.96,74,2.92,8
51.6,2.6,48.9,20.71,67.04,47.6,0.257,294,81,1.2,98.799,1.53,6363,21.6,1724,0.749,1.584,63.7,8.05,27.36
62,1.45,78.9,46.75,204.23,36.4,0.381,199.5,77,0.61,100.864,2.57,689,21.2,1733,0.789,1.703,65.3,9.33,20.29
70.6,2,34,50.46,101.71,36,0.196,161,255,2,93.548,2.45,2885,26.4,247,0.948,1.998,74.2,9.39,76.7
32.3,2.74,89.9,33.39,92.2,27.6,0.366,201.7,277,1.76,102.713,1.69,5942,20.4,1721,0.896,1.256,71.9,6.98,57.35
79.8,2.32,30.7,15.58,49.72,41.4,0.332,152.8,177,0.75,97.943,2.63,6837,27.4,645,0.828,1.29,63.2,5.81,28.01
69.2,2.05,48.5,25.63,115.31,45.2,0.177,377.3,304,1.9,100.065,1.59,6577,31.5,1175,0.882,1.581,69.9,4.84,152.18
35.1,1.67,79.8,42.15,56.5,30.7,0.113,217.1,261,1,97.26,2.66,483,24.6,1057,0.952,0.701,76.3,5.93,37.61
83.3,1.72,54.5,25.51,80.1,35.1,0.133,172.1,288,1.05,102.616,1.93,1028,29.7,1334,0.828,1.008,66.1,3.54,42.78
87.1,2.38,36.9,13.46,93.24,45.8,0.325,233.9,256,1.87,99.968,2.48,1278,28.6,1450,0.91,0.879,74.9,4.66,47.32
33.9,3,55.2,32.08,169.07,47.4,0.156,198.4,367,1.26,100.394,2.96,913,15.7,869,0.825,1.94,68.2,7.75,116.21
47.8,2.36,49.1,44.67,173.27,31.6,0.203,330.9,332,0.71,101.07,2.02,1814,18.5,1851,0.869,1.123,70.6,3.67,108.82
79.4,2.21,87.4,42.05,87.31,38.9,0.247,387,294,1.07,102.136,2.23,6849,33.6,1641,0.856,2.002,69.5,4.19,196.67
74.7,2.39,51.5,17.19,175.45,30.7,0.315,236.6,94,1.63,97.758,2.21,8336,34.4,1584,0.732,0.824,60.2,7.81,13.03
41.4,1.95,87.7,36.27,177.47,27.6,0.136,359.3,154,0.77,99.46,1.73,4087,30.6,903,0.991,1.905,76.8,3.42,102.68
42.2,1.1,95.2,19.26,161.89,46.1,0.221,268.8,397,1.42,102.513,2.45,6831,33.3,76,0.826,0.704,67.9,3.9,62.81
51.2,2.13,60.6,19.1,60.68,44.5,0.243,148.8,330,1.52,99.086,2.73,1979,22,964,0.911,0.732,74.5,2.18,33.06
57.7,2.84,95.7,46.18,147.67,44.6,0.263,316,283,1.03,102.703,2.9,9614,20.7,1742,0.849,1.669,69.6,7.69,118.85
66.8,1.37,56.9,19.44,186.97,26,0.349,256.6,238,1.53,100.398,2.77,3546,22.9,377,0.858,0.42,71.6,6.8,22.4
52.5,2.39,97.4,20.05,151.88,45.7,0.154,290.9,93,1.87,99.15,2.34,8396,16.2,1919,0.908,1.12,73.5,7.71,27.52
59.8,1.44,35.7,9.88,92.53,35.3,0.34,368,274,1.21,101.359,2.57,9788,30.5,1630,0.841,0.339,68.1,3.57,29.05
75.5,2.06,76.7,44.61,115.29,33.3,0.302,234.7,191,1.1,99.683,2.67,8512,34.7,1430,0.862,1.99,68.6,7.6,78.3
32.3,1.19,63.6,40.59,140.83,38.4,0.263,366,185,0.88,101.698,2.3,660,32.2,1360,0.818,1.635,68.1,6.82,91.43
45.1,1.89,59,35.54,124.55,27.6,0.311,327,225,1.38,99.035,1.7,6364,25.1,1188,0.965,1.311,75.1,5.18,92.77
72.3,2.64,75.6,39.66,58.48,43.7,0.219,243,191,1.82,101.674,2.13,1198,21.2,1457,0.943,1.971,76.4,5.57,88.97
83.9,1.72,81.6,16.49,88.71,40.6,0.144,284.5,129,0.98,100.825,2.78,56,19.2,832,0.803,0.598,62.6,6.61,16.62
60.4,2.39,30.5,29.52,167.81,29.3,0.293,203.5,131,1.12,99.297,2.38,514,22.6,1707,0.864,0.776,69.1,5.85,15.94
61.5,2.63,41,23.76,178.63,29.8,0.249,394.4,184,1.08,96.331,2.62,9349,28,1401,0.813,1.199,66.1,7.1,69.99
37,2.9,80.9,13.54,61.79,28.6,0.293,304.7,256,1.3,100.916,1.8,9054,23.8,1524,0.924,0.69,75.4,3.47,48.8
55.8,1.43,78.6,29.89,196.32,26.8,0.2,115.5,393,0.85,102.113,2.87,2241,33.3,1574,0.825,1.173,67.6,6.51,44.55
61.6,1.78,98.9,46.92,92.35,38.6,0.376,196.3,226,1.72,100.372,2.11,5502,33.4,187,0.904,1.959,74,5.52,78.78
43.9,1.29,81.1,11.69,147.94,46.5,0.273,289.4,292,0.92,95.485,2.41,9586,17.6,108,0.789,0.349,63.6,5.48,23
46.3,2.99,93.7,22.23,160.92,24.5,0.127,119.6,104,1.56,102.244,1.48,5042,17.8,1613,0.742,0.898,63.8,5.76,7.97
53.5,2.85,80.2,18.2,165.52,25.7,0.24,110.7,190,1.28,100.776,1.67,4002,28.5,518,0.882,1.416,71.5,8.76,24.25
31.4,2.01,50.5,19.11,198.15,40,0.323,233.7,105,1.41,101.217,2.64,4876,19.6,1163,0.908,0.591,74.7,8.69,14.03
49.1,2.69,37.6,45.2,92.15,46.9,0.342,195.3,64,0.74,99.829,2.85,8050,30.6,882,0.782,1.709,64.6,7.25,17.5
43.5,1.96,83.5,28.62,175.35,31.4,0.257,234.2,234,1.61,96.095,1.93,4708,25.8,44,0.871,0.67,69,7.89,31.72
50.5,2.28,75.3,28.45,60.93,33,0.374,179.6,363,0.81,101.147,1.51,7814,19.6,78,0.833,1.648,67.6,2.32,91.44
37.2,1.18,32.6,41.12,154.69,41.4,0.177,149.5,137,0.69,99.54,2.01,4328,25.6,1663,0.853,1.528,68.6,8.21,24.33
86.1,2.57,55.5,16.63,159.29,31.9,0.225,303.6,146,1.32,98.492,1.54,2524,23.3,1190,0.794,0.563,65.3,5.8,20.38
66.2,1.26,98.4,30.31,148.75,25.1,0.36,258.9,193,1.55,103.474,1.84,3466,32.1,1069,0.804,1.019,68.3,4.45,40.26
71.3,2.63,66,26.82,81.18,44.7,0.36,158.2,57,0.57,101.146,2.68,795,15.7,1840,0.802,2.01,64.4,3.21,14.53
75.5,2.48,58.7,33.33,180.96,41.1,0.315,193.2,264,0.59,100.404,2.93,5079,32.8,330,0.777,1.995,63.4,2.58,75.3
57.9,2.4,62.6,48.17,67.5,39.6,0.361,276.8,222,1.69,98.247,1.64,1473,27.5,498,0.942,2.018,75.4,2.37,113.78
35.3,1.06,44.1,40.78,48.67,41.9,0.131,123.9,272,1.72,97.992,2.33,8105,29.1,1512,0.751,1.386,59.6,3.36,36.28
63.5,1.62,57.5,26.37,156.77,43.6,0.363,140.3,89,0.88,100.97,1.88,4270,15.1,1502,0.909,0.994,70.8,2.19,11.74
65.6,1.51,57,42.49,116.56,30.3,0.194,119.5,231,1.45,96,1.76,7880,26.8,789,0.727,1.262,61.2,7.78,26.25
76.1,1.74,33.7,16.33,176.68,33.6,0.154,338.1,319,1.16,101.057,1.85,9382,26.8,1875,0.82,0.413,67.3,3.94,38.26
55.4,1.21,87.4,11.64,104.13,29,0.173,338.6,236,1.44,101.222,2.38,8414,25.7,1896,0.849,0.331,66.7,4.93,20.47
37.7,2.79,58.3,17.92,67.5,27.7,0.235,327.8,294,1.83,102.727,1.54,9477,31.2,24,0.779,0.697,62.4,8.46,51.65
47,2.11,87.5,23.56,174.98,41,0.178,308.3,358,0.62,101.922,2.18,5709,26,343,0.906,1.448,72.8,2.94,146.92
49.9,1.61,90.5,30.14,125.55,45.6,0.193,300,280,1.69,102.236,1.73,1679,31.5,1633,0.822,0.849,66.2,8.75,57.99
71.2,1.81,46.7,33.68,69.09,48.7,0.14,246.9,204,1.2,98.784,1.89,9488,19.7,651,0.729,1.458,59.9,7.12,54.8
65.8,1.92,78.2,47.26,158.81,40.7,0.191,304.4,224,1.36,97.05,1.79,8764,31.8,192,0.865,1.173,67.8,4.76,67.12
52.3,2.27,64.1,29.33,123.17,30,0.266,108.1,385,1.54,100.304,2.82,8513,18.4,1641,0.853,1.679,68.2,2.9,60.07
91.5,1.99,90,30.73,139.2,26.9,0.232,280.3,164,1.85,100.849,2.53,6909,32.3,878,0.73,2.022,58.4,2.73,66.47
65.7,2.75,44.3,12.07,114.19,45.6,0.203,331.1,360,0.6,102.011,2.83,6082,33.9,967,0.872,0.523,70.6,4.53,55.43
44.9,2,78.5,11.34,173.97,39,0.327,248.6,349,0.55,102.924,2.03,150,21.6,363,0.88,0.417,73.1,3.18,33.22
35.8,3.01,70.7,31.88,172.23,40.4,0.367,205.9,67,0.78,97.663,2.05,7486,25.3,1317,0.81,0.893,68,4.1,10.16
39.3,2.74,51,27.78,153.42,45.6,0.318,182.8,321,2.01,101.696,2.09,894,28.3,1070,0.841,1.184,68.3,2.4,56.1
43.2,1.4,40.2,43.01,56.39,43,0.199,304.7,61,1.55,95.485,1.52,2720,16.6,424,0.784,0.915,65.9,6.63,13.47
39.5,2.77,73.4,16.49,178.86,46.4,0.328,300,350,1.38,100.517,2.64,5234,24.2,700,0.875,0.742,69.6,3.17,72.1
39.9,1.26,82.8,10.8,145.26,26.1,0.15,362.4,241,0.58,101.35,2.06,4512,22.9,1210,0.771,0.414,64.6,7.97,27.93
45.9,2.66,53,26.76,152.46,45.4,0.142,205,281,1.81,96.938,1.94,162,32.2,1884,0.834,1.406,67.3,3.79,67.39
40.4,1.75,74.6,19.74,97.77,46.9,0.197,321.3,142,1.67,101.204,2.37,8160,33.6,1845,0.8,0.505,65,8.21,19.51
82.6,2.64,57.5,12.57,184.12,31.9,0.333,276.1,267,1.48,97.836,2.06,8817,28.4,588,0.857,0.701,72.1,3.53,44.38
35.1,2.7,77.1,39.43,156.77,41.9,0.17,363.7,327,0.99,99.19,2.91,6884,28.7,1462,0.887,1.83,73.5,7.84,191.9
63.5,2.65,43.8,14.45,58.55,33.2,0.123,252.7,352,0.63,101.681,2.06,5163,30.5,1534,0.813,0.861,64.9,4.74,60.55
53.9,2.6,89.5,34.06,105.68,47.7,0.141,263.2,78,1.39,99.339,2.43,9398,22.9,1639,0.835,1.122,66.8,6.75,17.79
88.5,1.56,49.4,21.09,178.21,25.9,0.377,277.1,350,1.55,99.324,1.95,1198,23.3,1133,0.88,1.605,73.5,2.27,130.14
37.2,1.18,55.3,16.81,48.07,38.7,0.298,321.3,126,0.65,100.612,3.01,7367,26.6,22,0.887,0.453,72.1,5.97,16.38
53.1,1.8,33.3,25.29,193.44,28,0.176,395.1,58,1.42,101.593,2.14,1249,34.1,1555,0.832,0.727,69.5,3.18,13.7
86.9,1.38,36.9,40.05,146.4,42.4,0.264,123,73,0.9,99.989,2.38,3817,28.9,211,0.828,1.296,68.1,5.77,9.56
81.2,2.36,64.5,24.37,137.04,30.1,0.26,112.5,64,1.62,103.128,1.66,5918,26.2,233,0.876,2.065,70.1,3.13,13.17
80.4,1.67,49.9,40.39,81.93,31.8,0.302,370.3,213,1.31,99.299,2.72,7561,29.7,1208,0.811,1.628,64.6,5.34,105.16
43.9,2.96,88.4,14.96,81.03,37,0.174,260.7,62,0.7,102.435,1.9,37,21.9,1938,0.892,1.058,70.2,2.9,14.69
39.6,2.26,31.8,40.1,197.45,47.6,0.357,274.4,396,1.31,101.04,2.17,2559,29.8,494,0.862,1.534,72.4,3.85,142.95
72.3,2.6,56.1,19.08,87.93,31.1,0.201,249.6,221,1.09,101.308,2.85,5444,22.9,1269,0.877,1.013,73.6,6.9,47.92
80.4,1.31,53.2,36.68,160.81,29,0.308,124.6,376,0.78,97.676,3.01,5402,21.2,606,0.856,2.015,69.9,9.89,85.28
63.2,2.8,31.1,32.36,103.76,44.4,0.107,336.5,249,1.71,102.412,2.13,6355,28.1,1770,0.801,0.929,66.1,5.62,63.72
66.3,2.79,36.4,48.51,63.62,37.6,0.213,333.4,125,0.53,100.21,2.81,3016,30.3,1174,0.76,1.996,62.7,7.48,64.11
48.6,1.98,59.6,24.95,43.32,48.5,0.204,195.4,213,0.94,104.605,1.57,5356,23.5,421,0.811,0.813,65.9,6.59,27.66
77.4,2.14,64.4,12.84,130.29,28.6,0.253,177.7,110,0.51,100.484,2.77,1922,25.7,531,0.896,0.993,76.7,5.96,19.59
42.2,2.62,58.4,10.89,197,42.4,0.119,359.2,294,0.63,99.95,2.42,1863,29.4,859,0.905,0.478,76.9,2.45,45.34
48.5,1.37,64.4,42.89,100.2,30.7,0.345,120.6,204,0.92,98.95,2.27,5804,30.2,250,0.782,1.268,60.6,3.2,24.25
54.6,2.05,71.6,31.46,95.75,28.8,0.168,363.9,306,0.59,99.962,2.76,6752,32.4,159,0.913,1.07,73.7,9.15,109.09
62.5,1.79,30.4,41.37,96.57,40.4,0.307,174.4,293,1.44,102.78,2.78,1206,21.9,1363,0.855,2.032,69.1,5.16,87.74
44.3,1.32,62.6,18.89,125.59,40.7,0.352,287.2,211,0.61,101.558,1.97,1201,34,829,0.903,0.397,74.3,6.86,21.86
35.5,1.78,97.3,23.52,104.99,43,0.263,382.1,117,1.48,100.567,2.74,5587,28.1,1494,0.962,0.61,76.3,6.25,24.3
67.2,1.13,65.7,11.29,181.3,31.2,0.319,301,393,0.57,101.708,1.67,2703,29.6,222,0.958,0.343,76.2,4.97,38.6
47.1,1.03,78.3,47.88,124.49,36.1,0.296,230.3,326,0.59,99.069,2.68,3866,29.2,1226,0.872,1.572,70.9,5.2,99.77
65,1.28,52.9,37.16,119.61,34.9,0.201,312.3,210,0.97,98.927,2.54,3976,19,853,0.948,1.197,74.9,6.34,74.53
37.4,2.92,83.5,48.43,59.5,50,0.337,198.6,308,1.83,98.706,1.66,1813,16.2,117,0.953,2.044,78.1,3.11,119.99
55.8,2.18,81.7,20.61,197.13,32.7,0.184,184.4,356,1.41,101.953,2.56,13,30.3,1100,0.94,1.127,78.1,5.06,69.29
62.3,2.93,64.7,34.04,81.72,31.8,0.263,400.8,384,1.7,102.144,2.36,8469,25,167,0.937,2,75.4,5.63,271.45
32.9,1.87,99.2,36.61,52.15,35.7,0.318,315.7,144,0.7,98.361,2.38,7023,28.8,1626,0.855,1.627,70.4,10.01,65.61
49.7,1.65,39.8,22.54,146.18,39,0.213,298.3,295,1.77,98.631,1.97,6833,24.4,1247,0.879,0.794,68.6,4.85,60.46
38.4,2.01,30.1,43.54,132.75,30.3,0.198,206.5,270,0.5,99.705,1.9,5464,21.9,1130,0.882,2.019,70.8,6.89,96.18
33.3,1.91,82.2,48.71,104.09,49.4,0.233,119.7,172,0.82,97.918,2.59,7098,20.7,265,0.803,2,63.7,3.11,31.82
88.9,1.2,85.9,44.86,107.94,32.1,0.353,112.4,236,1.43,100.444,1.87,9070,29.6,577,0.74,1.992,61.5,2.55,38.66
48.9,2.23,36.8,39.42,165.42,47.8,0.381,267.4,311,1.04,102.858,2.23,6764,20.9,944,0.814,1.618,68,9.08,111.57
80,1.41,48.5,21.43,72.53,27.3,0.266,328,322,1.99,100.696,2.47,2631,28,1266,0.917,0.575,73.9,7.82,56.96
43.6,2.22,31.5,21.12,172.75,41.5,0.299,250.5,109,0.54,102.018,1.66,5695,22.8,372,0.794,1.217,65.2,4.54,29.64
70,2.31,51,48.1,141.66,45.6,0.357,358.2,174,1.98,97.326,2.39,4486,30.6,18,0.908,1.96,75.2,5.97,109.6
77.3,1.32,83.4,10.59,107.58,29.1,0.127,109.9,386,1.48,98.98,2.32,5812,18.2,688,0.945,0.258,76.3,3.16,10.17
64.6,1.13,65.8,39.54,113.49,51.6,0.172,208.1,390,1.35,96.198,2.57,5232,19.2,945,0.815,1.558,64.4,7.45,99.1
58.4,2.56,53.3,38.28,78.37,35.6,0.313,171.2,100,0.6,99.844,2.03,8503,28.1,356,0.693,1.944,56.8,2.59,25.21
56.5,1.88,54,36.07,158.99,48.8,0.336,241.5,227,0.92,104.327,2.18,6542,25.3,969,0.849,1.37,70.2,7.9,63.16
51.1,1.13,30,49.77,122.21,40.5,0.356,125,188,1.91,103.535,1.92,1903,19.3,691,0.949,1.979,73.6,6.31,43.49
89.4,2.9,51.4,22.87,91.13,32.2,0.227,396.8,376,1.04,100.772,2.79,612,32.7,909,0.78,2.028,63.9,4.23,229.84
82.1,1.09,75.3,24.52,136.22,29,0.124,163.5,219,1.53,100.144,1.69,4152,20.4,705,0.945,0.952,74.8,8.55,31.62
86.8,2.39,100.4,12.99,199.63,32.9,0.229,388.6,88,1.96,100.959,2.91,157,23,1293,0.801,0.934,65.3,9.61,25.12
36.5,3.01,89.9,27.42,110.39,27.4,0.174,225.5,118,0.9,97.625,2.46,3217,19.1,86,0.889,1.304,77.1,3.91,31.01
73,1.5,32.1,20.77,187.94,27.9,0.19,401.6,285,1.36,100.474,2.88,3708,22.7,348,0.838,1.331,68,8.52,129.11
87,1.28,93.2,23.66,95.16,27.7,0.342,269.6,97,1.55,95.682,2.13,3805,24.2,885,0.815,1.374,66,8.17,29.57
41.2,1.25,88,42.57,48.91,35.7,0.122,378.2,106,0.74,94.859,2.03,9721,21.2,693,0.72,1.817,59.6,7.72,52.92
34.4,1.57,83.8,47.09,72.15,45,0.356,102,326,0.7,99.265,2.85,3105,29.9,771,0.827,1.089,64.9,9.62,28.74
73.1,1.19,62.9,16.94,106.1,29,0.224,313.8,387,1.2,104.737,1.65,2749,23.5,1553,0.862,0.59,68.2,5.93,62.17
63.5,2.36,58.1,24.91,75.29,29.1,0.283,371.4,148,1.13,103.328,1.65,1277,29.7,1708,0.85,0.754,67.9,7.43,35.69
81.4,1.1,52,47.3,38.43,40.6,0.125,141.2,64,1.61,102.27,1.99,4981,19.1,492,0.797,2.018,64.6,8.94,14.19
39.9,2,34.8,12.74,185.02,29.7,0.203,134.5,374,0.61,100.001,2.98,1534,21.9,1664,0.817,0.656,69.9,5.85,24.9
76,2.98,45.9,14.02,172.55,27.3,0.128,227.5,228,1.97,103.075,2.48,6271,15.3,883,0.727,0.734,61.7,5.74,29.86
42,2.6,47.6,16.41,156.13,28.4,0.394,374.7,381,0.52,98.939,2.38,1572,30.1,553,0.955,0.466,78.7,4.62,63.58
39.5,2.22,64.5,35.23,66.43,47.1,0.335,263.3,111,1.4,97.596,2.5,5783,27.6,1952,0.917,0.79,74.5,8.51,20.03
40,1.52,83.4,15.67,57.67,46,0.239,254.8,168,1.34,98.839,2.13,7881,32.2,1697,0.758,0.529,61.9,7.29,16.39
77,2.27,65,47.36,50.5,35.2,0.167,138.3,86,0.69,96.783,2.7,419,24.5,1996,0.753,1.912,64,5.67,18.72
70,2.04,34.2,27.18,156.57,40.5,0.39,101.1,183,0.7,104.483,2.09,4290,31.7,338,0.924,1.241,72.8,5.36,20.72
62.9,1.84,94.9,29.36,192.57,40.2,0.201,343.1,75,1.7,101.036,2.75,4450,26.6,287,0.879,1.833,73.8,2.53,42.46
49.9,1.23,96.3,20.17,113.67,41.5,0.144,128.8,57,1.82,98.238,1.91,7914,15,1004,0.729,0.599,56.6,2.03,3.04
84.3,2.86,84.2,29.81,56.9,43.1,0.26,298.6,53,0.95,99.806,1.93,4625,19.4,1287,0.838,2.037,68.2,6.43,25.43
52.3,1.96,98.5,37.73,119.7,41.1,0.381,388.5,70,1.17,99.773,2.2,5750,25.1,348,0.834,1.521,67.5,5.42,36.91
79.4,1.34,67.7,38.54,95.22,31.8,0.1,163.3,198,0.99,102.835,2.15,7648,26.3,1675,0.9,2.023,70.3,8.44,54.3
56.9,1.73,95.6,40.84,100.25,25.8,0.17,303.7,74,0.63,104.439,2.49,5564,16.7,1046,0.757,1.113,61.2,6.15,18.05
53,1.86,33.6,34.13,140.43,36.4,0.379,124.3,192,1.49,102.133,2.06,3594,30,827,0.879,2.003,70.1,9.62,41.28
57.4,2.64,57.2,47.1,153.1,46.6,0.156,268.1,294,1.73,101.441,1.9,852,25.8,1203,0.942,2.044,76.4,3.65,156.44
48.7,2.44,45.3,42.16,54.78,40,0.134,152.9,92,0.93,100.617,2.18,7387,25.7,1290,0.851,1.521,70.9,9.65,17.94
73,2.5,42.2,40.42,46.64,46.8,0.277,324.3,342,2,100.19,2.42,8443,21.5,84,0.682,1.512,56.8,4.39,115.09
61.3,1.03,40,11.99,201.09,49.1,0.361,192.5,234,0.62,100.155,1.7,9483,28,2050,0.738,0.274,59.6,7.28,8.61
43.5,1.93,74.5,10.43,78.34,28.1,0.239,236.6,91,1.54,100.2,2.27,9206,16.1,720,0.745,0.486,62.7,6.12,8.48
84.5,2,84.4,17.96,48.4,42,0.398,276.2,141,1.19,99.555,2.04,8028,16.5,122,0.819,1.141,66.9,4.94,37.08
52.7,1.02,68.7,37.04,70.87,43.5,0.313,151.2,366,1.16,99.054,2.13,6501,30.6,1742,0.756,1.015,60.4,3.12,42.04
64.5,1.5,39.1,26.07,44.38,49.7,0.125,326.1,373,1.14,97.856,1.92,7842,21,2009,0.724,0.919,59.3,3.15,81.56
85.1,2.51,90.7,26.29,100.49,50.8,0.407,183.3,102,0.88,99.515,2.86,4241,21.6,1697,0.815,1.991,65.8,7.72,30.76
68.3,1.25,72.4,45.15,172.41,41.4,0.225,299.9,133,1.61,97.374,2.51,5877,19.5,1736,0.736,1.988,58.8,5.08,57.85
37.6,2.03,55.3,45.49,94.66,30.8,0.184,152.5,83,1.57,98.833,1.9,3564,23.9,1284,0.9,1.829,70.8,9.76,19.9
